,appID,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags,percentPos,hasMult,numLang,avMedDiff,sameDevPub
146,213670,South Park: The Stick of Truth,Obsidian Entertainment,Ubisoft,,45495.0,1136.0,0.0,"2,000,000 .. 5,000,000",1668.0,0.0,833.0,0.0,2999.0,2999.0,0.0,236.0,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian",Action,"{'RPG': 2453, 'Comedy': 2105, 'Adventure': 1477, 'Funny': 1367, 'Turn-Based': 961, 'Dark Humor': 959, 'Singleplayer': 734, 'Action': 714, 'Mature': 669, '2D': 559, 'Satire': 518, 'Nudity': 474, 'Cartoon': 342, 'Open World': 309, 'Story Rich': 271, 'Fantasy': 251, 'Epic': 231, 'Turn-Based Strategy': 201, 'Zombies': 179, 'JRPG': 97}",0.97563852372885,False,8,803.0,True
147,214950,Total War: ROME II - Emperor Edition,CREATIVE ASSEMBLY,SEGA,,53373.0,13794.0,0.0,"2,000,000 .. 5,000,000",8187.0,16.0,2608.0,16.0,5999.0,5999.0,0.0,6182.0,"English, German, French, Italian, Spanish - Spain, Russian, Polish, Czech, Turkish",Strategy,"{'Strategy': 2408, 'Turn-Based Strategy': 1152, 'Historical': 1151, 'Grand Strategy': 1011, 'Rome': 944, 'Tactical': 796, 'Multiplayer': 661, 'War': 632, 'Real Time Tactics': 523, 'RTS': 503, 'Turn-Based': 500, 'Singleplayer': 390, 'Online Co-Op': 243, 'Turn-Based Tactics': 227, 'Simulation': 225, 'Co-op': 217, 'Moddable': 212, 'Action': 187, 'Atmospheric': 174, 'Education': 92}",0.7946312921523963,True,9,783.0,False
148,215080,WAKFU,Ankama Studio,Ankama Games,,6149.0,1920.0,0.0,"1,000,000 .. 2,000,000",3654.0,0.0,124.0,0.0,0.0,0.0,0.0,536.0,"English, French, German, Spanish - Spain, Portuguese - Brazil",Action,"{'Free to Play': 615, 'Massively Multiplayer': 444, 'RPG': 426, 'Turn-Based Strategy': 376, 'MMORPG': 340, 'Strategy': 316, 'Turn-Based': 308, 'Adventure': 286, 'Anime': 253, 'Open World': 217, 'Tactical': 209, 'Multiplayer': 180, 'Fantasy': 150, 'Isometric': 132, '2D': 125, 'Sandbox': 115, 'Co-op': 106, 'Cartoon': 91, 'Indie': 89, 'Casual': 85}",0.7620522989217995,True,5,,False
149,215930,Jagged Alliance 2 - Wildfire,I-deal Games,Topware Interactive,,866.0,279.0,0.0,"500,000 .. 1,000,000",436.0,0.0,423.0,0.0,699.0,699.0,0.0,88.0,"English, German, French, Polish, Russian",RPG,"{'Strategy': 679, 'RPG': 69, 'Turn-Based Tactics': 48, 'Turn-Based': 36, 'Turn-Based Strategy': 36, 'Isometric': 30, 'Tactical': 29, 'Singleplayer': 28, 'Classic': 17, 'Tactical RPG': 14, 'Action': 6}",0.7563318777292577,False,5,835.0,False
150,216150,MapleStory,Nexon,Nexon America Inc.,,5657.0,2511.0,0.0,"1,000,000 .. 2,000,000",3162.0,2900.0,217.0,5050.0,0.0,0.0,0.0,3084.0,English,Action,"{'MMORPG': 447, '2D Platformer': 436, 'Loot': 434, 'PvE': 430, 'Side Scroller': 427, 'Character Customization': 425, 'Multiple Endings': 416, 'PvP': 411, 'Third Person': 408, 'Platformer': 399, 'Co-op': 396, 'Cute': 391, 'Story Rich': 384, 'Anime': 384, 'Multiplayer': 383, 'Massively Multiplayer': 378, 'Free to Play': 366, 'RPG': 278, 'Casual': 187, '2D': 172}",0.6925808031341821,True,1,5579.0,False
151,21690,Resident Evil 5,Capcom,Capcom,,20824.0,3112.0,0.0,"1,000,000 .. 2,000,000",1510.0,103.0,802.0,112.0,499.0,1999.0,75.0,1000.0,"English, French, German, Italian, Japanese, Spanish - Spain, Czech, Polish, Russian, Simplified Chinese, Traditional Chinese",Action,"{'Action': 452, 'Zombies': 433, 'Co-op': 425, 'Third-Person Shooter': 329, 'Horror': 301, 'Co-op Campaign': 298, 'Online Co-Op': 284, 'Adventure': 238, 'Multiplayer': 197, 'Third Person': 185, 'Survival Horror': 174, 'Shooter': 168, 'Singleplayer': 158, 'Local Co-Op': 116, 'Female Protagonist': 107, 'Quick-Time Events': 98, 'Survival': 97, 'Gore': 91, 'Atmospheric': 53, '3D Vision': 52}",0.8699866310160428,True,11,3530.0,False
153,218230,PlanetSide 2,Rogue Planet Games,Daybreak Game Company,,50872.0,11053.0,0.0,"5,000,000 .. 10,000,000",1037.0,64.0,149.0,64.0,0.0,0.0,0.0,2173.0,"English, German, French, Italian, Spanish - Spain, Russian, Simplified Chinese",Action,"{'Free to Play': 2804, 'Massively Multiplayer': 1844, 'FPS': 1829, 'Shooter': 1430, 'Action': 1371, 'Open World': 1119, 'Multiplayer': 1022, 'Team-Based': 952, 'Sci-fi': 790, 'Tactical': 744, 'War': 726, 'First-Person': 691, 'PvP': 573, 'Futuristic': 556, 'Co-op': 493, 'Online Co-Op': 481, 'Strategy': 426, 'Space': 352, 'Adventure': 304, 'RPG': 290}",0.821509890997174,True,7,13.0,False
154,218510,Planets Under Attack,Targem Games,Topware Interactive,,733.0,280.0,0.0,"200,000 .. 500,000",322.0,0.0,305.0,0.0,999.0,999.0,0.0,9.0,"English, German, French, Italian, Spanish - Spain, Russian, Polish, Czech",Other,"{'Strategy': 584, 'Indie': 63, 'Space': 19, 'Multiplayer': 15, 'Sci-fi': 14, 'RTS': 5, 'Singleplayer': 5}",0.7235932872655478,True,8,2945.0,False
155,218620,PAYDAY 2,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,,465224.0,60753.0,0.0,"10,000,000 .. 20,000,000",5502.0,1318.0,575.0,365.0,999.0,999.0,0.0,30524.0,"English, German, French, Italian, Spanish - Spain, Dutch, Russian, Japanese, Simplified Chinese, Spanish - Latin America",Action,"{'Co-op': 9373, 'Action': 7257, 'FPS': 7130, 'Heist': 6688, 'Looter Shooter': 6099, 'Online Co-Op': 5854, 'Multiplayer': 5798, 'Stealth': 5791, 'Crime': 5316, 'Shooter': 4547, 'Team-Based': 4127, 'First-Person': 4053, 'Great Soundtrack': 3810, 'Gun Customization': 3492, 'Tactical': 3211, 'PvE': 2525, 'Strategy': 2203, 'Singleplayer': 1934, 'Simulation': 1480, 'Funny': 1454}",0.8844949493989281,True,10,708.0,True
156,219150,Hotline Miami,Dennaton Games,Devolver Digital,,63421.0,1708.0,0.0,"1,000,000 .. 2,000,000",300.0,153.0,164.0,233.0,999.0,999.0,0.0,217.0,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Polish",Action,"{'Great Soundtrack': 2354, 'Violent': 1759, 'Action': 1754, 'Indie': 1469, 'Top-Down': 1333, '1980s': 1304, 'Pixel Graphics': 1269, 'Fast-Paced': 1257, 'Gore': 1220, 'Psychedelic': 1052, 'Retro': 1043, 'Difficult': 849, 'Singleplayer': 740, 'Surreal': 638, 'Shooter': 497, '2D': 487, 'Atmospheric': 464, 'Addictive': 449, 'Top-Down Shooter': 433, 'Music': 385}",0.9737751232170001,False,7,,False
157,219740,Don't Starve,Klei Entertainment,Klei Entertainment,,83804.0,2797.0,0.0,"5,000,000 .. 10,000,000",1170.0,8.0,286.0,15.0,999.0,999.0,0.0,3221.0,"English, Simplified Chinese",Adventure,"{'Survival': 3574, 'Open World Survival Craft': 2068, 'Crafting': 1833, 'Adventure': 1717, 'Indie': 1709, 'Sandbox': 1568, 'Singleplayer': 1304, 'Perma Death': 1075, 'Open World': 975, 'Exploration': 960, 'Multiplayer': 866, 'Rogue-like': 774, 'Replay Value': 650, 'Moddable': 628, 'Difficult': 546, 'Simulation': 535, '2D': 449, 'Top-Down': 391, 'Survival Horror': 376, 'Horror': 371}",0.9677024514728467,True,2,888.0,False
158,219990,Grim Dawn,Crate Entertainment,Crate Entertainment,,61691.0,4467.0,0.0,"5,000,000 .. 10,000,000",3187.0,425.0,1200.0,501.0,2499.0,2499.0,0.0,5896.0,"English, French, German, Spanish - Spain, Czech, Japanese, Russian, Simplified Chinese, Portuguese - Brazil, Italian, Korean, Traditional Chinese, Vietnamese",Action,"{'Action RPG': 34374, 'Dark Fantasy': 7129, 'Hack and Slash': 7034, 'RPG': 5540, 'Loot': 4366, 'Dungeon Crawler': 3229, 'Dark': 2771, 'Co-op': 2761, 'Multiplayer': 2296, 'Singleplayer': 1906, 'Fantasy': 1857, 'Action': 1703, 'Adventure': 1414, 'Isometric': 1059, 'Atmospheric': 1000, 'Post-apocalyptic': 886, 'Indie': 706, 'Zombies': 651, 'Kickstarter': 352, 'Crowdfunded': 306}",0.9324798210344932,True,13,17.0,False
159,220,Half-Life 2,Valve,Valve,,123335.0,3356.0,0.0,"10,000,000 .. 20,000,000",788.0,83.0,471.0,129.0,999.0,999.0,0.0,1020.0,"English, French, German, Italian, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Dutch, Danish, Finnish, Japanese, Norwegian, Polish, Portuguese, Swedish, Thai",Action,"{'FPS': 3820, 'Action': 2712, 'Sci-fi': 2363, 'Classic': 2161, 'Singleplayer': 2079, 'Story Rich': 1781, 'Shooter': 1606, 'First-Person': 1500, 'Adventure': 1286, 'Dystopian ': 1124, 'Atmospheric': 1044, 'Zombies': 947, 'Silent Protagonist': 923, 'Physics': 896, 'Aliens': 866, 'Great Soundtrack': 852, 'Horror': 669, 'Puzzle': 659, 'Multiplayer': 634, 'Moddable': 449}",0.9735103519587027,True,18,4927.0,False
160,220200,Kerbal Space Program,Squad,Private Division ,,88068.0,5149.0,0.0,"2,000,000 .. 5,000,000",4368.0,727.0,831.0,741.0,3999.0,3999.0,0.0,4122.0,"English, Spanish - Spain, Simplified Chinese, Japanese, Russian, French, Italian, German, Portuguese - Brazil",Other,"{'Space': 3092, 'Simulation': 2610, 'Sandbox': 2355, 'Physics': 2148, 'Science': 1953, 'Space Sim': 1812, 'Building': 1519, 'Moddable': 1324, 'Indie': 1249, 'Education': 1210, 'Open World': 970, 'Singleplayer': 964, 'Exploration': 933, 'Funny': 750, 'Sci-fi': 624, 'Difficult': 551, 'Adventure': 547, 'Strategy': 533, 'Replay Value': 530, 'Comedy': 470}",0.9447632942489032,False,9,136.0,False
161,220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,,67939.0,7386.0,0.0,"2,000,000 .. 5,000,000",1284.0,363.0,1013.0,363.0,1999.0,1999.0,0.0,1033.0,"English, German, French, Italian, Spanish - Spain, Portuguese, Polish, Danish, Dutch, Norwegian, Swedish, Czech, Russian, Japanese, Korean, Simplified Chinese, Traditional Chinese",Action,"{'Open World': 2336, 'FPS': 1921, 'Action': 1679, 'Adventure': 1423, 'Multiplayer': 1081, 'Shooter': 1073, 'Stealth': 1035, 'First-Person': 921, 'Hunting': 906, 'Co-op': 902, 'Singleplayer': 851, 'Sandbox': 586, 'Survival': 546, 'Story Rich': 533, 'Online Co-Op': 460, 'Atmospheric': 424, 'Nudity': 390, 'Crafting': 377, 'Colorful': 376, 'RPG': 274}",0.9019449054098905,True,17,884.0,True
162,221040,Resident Evil 6,Capcom,Capcom,,25902.0,6455.0,0.0,"2,000,000 .. 5,000,000",1661.0,868.0,592.0,928.0,2999.0,2999.0,0.0,1561.0,"English, French, German, Italian, Polish, Portuguese - Brazil, Spanish - Spain, Russian",Action,"{'Action': 704, 'Zombies': 686, 'Co-op': 546, 'Third-Person Shooter': 445, 'Horror': 394, 'Adventure': 350, 'Co-op Campaign': 344, 'Online Co-Op': 312, 'Multiplayer': 252, 'Third Person': 233, 'Shooter': 224, 'Quick-Time Events': 209, 'Local Co-Op': 191, 'Split Screen': 185, 'Survival': 164, 'Survival Horror': 163, 'Singleplayer': 157, 'Atmospheric': 111, 'Female Protagonist': 101, 'Casual': 44}",0.8005068455048366,True,8,1987.0,True
163,221100,DayZ,Bohemia Interactive,Bohemia Interactive,,184679.0,87117.0,0.0,"5,000,000 .. 10,000,000",10077.0,1840.0,2119.0,2485.0,4499.0,4499.0,0.0,28091.0,"English, French, Italian, German, Spanish - Spain, Czech, Russian, Simplified Chinese, Traditional Chinese, Japanese, Polish, Portuguese - Brazil",Action,"{'Survival': 13926, 'Zombies': 9254, 'Multiplayer': 9155, 'Open World': 8353, 'Action': 6129, 'PvP': 4742, 'Shooter': 4565, 'Massively Multiplayer': 4469, 'Horror': 3239, 'Simulation': 3054, 'Early Access': 2999, 'Post-apocalyptic': 2989, 'FPS': 2902, 'First-Person': 2378, 'Survival Horror': 2353, 'Sandbox': 2079, 'Adventure': 2019, 'Co-op': 1824, 'Indie': 1658, 'Atmospheric': 1649}",0.6794765191540715,True,12,317.0,True
164,221380,Age of Empires II (2013),"Skybox Labs, Hidden Path Entertainment, Ensemble Studios, Forgotten Empires",Xbox Game Studios,,85943.0,3980.0,0.0,"5,000,000 .. 10,000,000",2357.0,78.0,765.0,78.0,1999.0,1999.0,0.0,4744.0,"English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Dutch, Portuguese - Brazil",Strategy,"{'Strategy': 2719, 'RTS': 2145, 'Medieval': 1417, 'Multiplayer': 1383, 'Classic': 1303, 'Historical': 979, 'Base-Building': 849, 'City Builder': 744, 'Resource Management': 713, 'Singleplayer': 691, 'Tactical': 548, 'Real-Time': 492, 'Co-op': 476, 'Competitive': 445, 'Replay Value': 332, 'Remake': 297, '2D': 263, 'Isometric': 229, 'Action': 221, 'Adventure': 170}",0.9557399108125841,True,11,3537.0,False
